PM2.5, PM10, SO2, NO2, CO, O3, U(m/s), V(m/s), TEMP(K), RH(%), PSFC(Pa), lat, lon, 
36.88,84.47,10.92,25.66,1.36,53.15,4.7,4.15,273.8,45.89,75118.06,35.83,103.91, 
37.15,85.27,10.28,25.2,1.41,53.35,6.73,2.72,276.21,39.36,77194.34,35.83,104.08, 
38.15,88.16,10.31,25.11,1.45,52.09,4.02,1.11,277.36,39.68,79693.99,35.83,104.25, 
39.01,89.38,11.12,24.36,1.28,49.6,1.59,2.02,275.95,47.31,79619.39,35.83,104.41, 
41.91,93.06,13.61,27.28,1.13,45.87,1.57,4.35,275.6,50.65,79869.13,35.83,104.58, 
38.96,84.43,13.31,25.5,0.9,44.54,1.79,6.44,275.63,53.64,80428.09,35.84,104.75, 
37.75,80.92,13.52,24.74,0.82,42.07,1.08,6.02,275.91,55.07,81066.2,35.84,104.92, 
40.45,87.06,14.64,27.57,0.87,39.02,-0.08,6.3,275.74,55.65,81269.86,35.84,105.08, 
39.84,85.76,14.05,25.95,0.88,38.76,-0.72,6.72,274.99,57.81,80882.21,35.84,105.25, 
40.18,87.54,14.3,25.6,0.92,38.29,-1.01,6.49,273.88,62.27,80634.96,35.83,105.42, 
41.96,95.97,15.84,28.02,1.01,38.05,-0.6,5.98,273.1,64.58,80658.46,35.83,105.59, 
37.1,85.99,14.94,25.35,0.92,40.51,0.26,6.22,273.15,63.8,80802.95,35.83,105.75, 
32.15,73.69,12.88,22.6,0.79,43.31,1.28,7.39,273.08,62.68,79797.81,35.83,105.92, 
28.15,63.42,11.23,20.13,0.68,45.6,3.08,7.77,272.96,62.24,78699.36,35.83,106.09, 
26.9,59.95,10.59,20.91,0.64,44.57,3.55,6.75,274.72,54.75,80038.92,35.83,106.26, 
28.14,63.66,11.31,24.96,0.65,40.85,1.18,4.7,275.86,51.03,82200.65,35.83,106.42, 
33.85,77.55,14.34,40.24,0.75,34.61,-0.66,4.16,275.24,55.31,83499.27,35.83,106.59, 
36.49,80.83,14.33,51.71,0.72,30.98,-0.47,4.19,275.15,60.67,84588.48,35.82,106.76, 
38.51,83.04,14.18,51.01,0.7,33.06,-0.04,4.17,275.42,63.49,85576.23,35.82,106.93, 
39.28,83.58,12.84,30.38,0.69,42.49,0.17,4.31,275.64,64.51,86178.38,35.82,107.09, 
40.55,86.57,11.97,21.38,0.7,45.41,-0.05,4.17,275.8,63.25,86748.87,35.82,107.26, 
43.82,92.81,13.01,23.09,0.75,43.36,-0.73,4.23,275.67,58.49,86943.8,35.81,107.43, 
48.37,102.74,15.48,29.42,0.85,40.05,-0.64,4.37,275.53,55.49,86598.34,35.81,107.6, 
46.95,94.93,15.41,28.14,0.81,40.51,-0.11,3.66,275.88,54.26,87670.09,35.81,107.76, 
44.68,85.47,15.72,26.71,0.77,41.01,-0.26,3.51,276.4,52.41,88917.62,35.8,107.93, 
40.86,72.48,14.68,22.53,0.69,43.42,-0.9,4.23,277.03,48.98,88194.59,35.8,108.1, 
37.65,63.27,14.15,20.71,0.63,45.24,-1.56,3.94,276.91,48.11,86668.53,35.79,108.27, 
37.13,60.34,14.93,22.04,0.64,45.68,-1.73,3.48,276.42,48.87,85672.42,35.79,108.43, 
38.04,60.65,16.49,25.77,0.68,44.01,-1.77,2.67,276.2,48.88,85637.39,35.79,108.6, 
43.53,70.33,18.66,33.15,0.83,39.78,-1.73,2.42,275.98,49.39,86277.7,35.78,108.77, 
48.78,80.42,22.3,40.78,0.99,35.89,-1.32,1.81,276.17,50.08,87538.62,35.78,108.94, 
53.78,92.51,26.42,49.97,1.22,30.77,-0.93,1.45,276.71,50.12,89355.73,35.77,109.1, 
57.18,99.72,26.81,53.52,1.32,29.76,-1.03,1.51,277.27,49.55,90340.5,35.77,109.27, 
57.49,100.66,24.55,50.46,1.26,32.47,-1.96,2.51,277.62,47.59,89902.66,35.76,109.44, 
56.29,96.38,23.4,45.27,1.14,35.24,-2.98,2.76,277.54,45.84,88455.07,35.75,109.61, 
55.71,92.22,24.33,42.86,1.05,36.45,-2.89,2.57,276.28,47.09,86156.7,35.75,109.77, 
59.32,95.09,27.5,43.51,1.05,37.55,-1.9,2.02,275.02,50.81,84813.8,35.74,109.94, 
69.07,110.96,32.47,46.49,1.17,34.67,-0.75,1.4,274.77,54.44,85685.81,35.74,110.11, 
84.35,137.35,41.74,52.42,1.42,30.43,0.01,0.44,276.18,53.37,88400.09,35.73,110.27, 
113.04,184.92,56.65,59.14,1.95,23.47,0.15,-0.55,278.18,50.63,92086.69,35.72,110.44, 
157.86,256.99,74.06,69.66,2.65,18.5,-0.96,-0.91,279.77,47.25,94531.96,35.72,110.61, 
168.44,267.33,52.27,65.35,2.63,28.21,-2.79,-0.01,279.88,46.64,93620.08,35.71,110.78, 
171.6,267.4,55.32,66,2.6,30.09,-2.63,-0.58,279.23,48.33,92494.09,35.7,110.94, 
189.37,290.92,60.09,66.53,2.78,30.23,-0.93,-0.87,280.21,47.13,94736.74,35.69,111.11, 
212.92,331.54,65.63,66.76,2.94,29.7,-0.3,0.95,280.95,47.72,96644.88,35.69,111.28, 
227.05,363.74,56.78,67.92,2.85,33.13,-0.39,2.5,281.02,49.24,96151.3,35.68,111.44, 
209.19,333.73,47.86,68.52,2.49,39.08,-0.38,1.81,281.06,46.98,94911.5,35.67,111.61, 
171.49,273.99,29.94,63.41,1.85,48.11,-0.73,2.36,279.77,47.39,91268.76,35.66,111.78, 
172.54,284.7,25.77,60.15,1.83,49.32,-1.6,3.44,277.58,52.9,87951.55,35.65,111.95, 
180.26,306.35,28.57,58.15,1.95,43.35,-1.89,2.79,276.86,61.55,89335.39,35.64,112.11, 
182.65,320.06,25.4,55.68,1.96,41.01,-1.37,1.76,277.49,64.31,91982.68,35.63,112.28, 
177.79,321.37,23.49,53.86,1.93,37.48,-1.22,1.69,277.65,65.58,92728.89,35.62,112.45, 
173.3,321.69,21.85,51.7,1.97,34.58,-1.11,1.37,277.42,66.13,92257.42,35.61,112.61, 
166.49,322.22,17.87,49.23,1.99,33.78,-0.65,1.46,277.56,64.8,92108.75,35.6,112.78, 
142.94,264.37,14.7,46.85,1.68,43.7,-1.74,2.6,278.45,59.68,92468.22,35.59,112.95, 
129.3,229.69,16.73,45.05,1.51,50.69,-4.41,2.46,278.18,57.27,90338.27,35.58,113.11, 
122.5,217.17,17.47,43.75,1.46,54.34,-4.32,0.35,276.4,63.81,88276.33,35.57,113.28, 
124.72,227.38,17.69,44.89,1.53,50.99,-1.95,-1.81,277.72,63.54,91344.23,35.56,113.45, 
134.95,258.48,18.38,49.66,1.82,31.42,-1.2,-3.25,280.88,55.66,96950.86,35.55,113.61, 
141.64,278.85,19.45,53.85,2.03,20.83,-2.21,-4.44,281.62,56.49,99254.45,35.54,113.78, 
148.81,295.83,20.11,57.4,2.22,16.07,-2.53,-4.93,280.92,62.46,99377.87,35.53,113.94, 
156.09,308.83,20.58,60.06,2.36,13.46,-1.8,-4.75,281.13,64.01,100640.27,35.52,114.11, 
165.82,316.18,21.22,61.96,2.42,11.21,-1.5,-4.48,281.02,65.32,101722.16,35.51,114.28, 
179.06,315.25,20.37,62.42,2.35,8.84,-1.28,-3.87,280.34,69.83,101761.39,35.49,114.44, 
192.29,315.57,19.66,62.35,2.25,7.37,-0.91,-3.46,279.96,73.46,101700.56,35.48,114.61, 
202.93,322.66,20.06,62.47,2.18,7.14,-0.78,-3.11,280,75.1,101850.29,35.47,114.78, 
216.25,338.65,20.48,63.65,2.16,6.02,-0.98,-2.78,280.15,76.34,101904.95,35.46,114.94, 
225.68,354.76,20.52,64.67,2.15,5.17,-1.19,-2.68,280.29,79.01,101792.51,35.44,115.11, 
226.28,364.77,19.79,64.6,2.09,4.88,-1.31,-2.52,280.39,82.27,101772.56,35.43,115.27, 
213.99,360.06,18.79,63.67,1.96,4.8,-1.27,-2.37,280.4,85.69,101810.54,35.42,115.44, 
192.27,340.13,17.24,61.98,1.79,4.68,-1.14,-2.18,280.47,87.82,101875.98,35.4,115.61, 
168.9,316.17,16.1,60.09,1.63,4.13,-1.13,-2.03,280.63,88.35,101921.82,35.39,115.77, 
144.42,288.72,15.6,58.81,1.51,3.82,-1.24,-1.78,281.08,87.48,101937.7,35.38,115.94, 
123.07,265.17,15.4,58.54,1.42,3.28,-1.5,-1.49,281.39,87.28,101997.05,35.36,116.1, 
106.26,245.79,15.17,59.37,1.33,2.79,-1.81,-1.24,281.63,87.32,102043.37,35.35,116.27, 
94.23,231.08,14.35,59.82,1.23,3,-1.95,-1.03,281.78,88.01,102109.27,35.33,116.44, 
84.95,223.02,13.98,60.7,1.14,3.88,-1.86,-0.81,281.94,88.46,102103.39,35.32,116.6, 
81.43,219.31,12.62,59.24,1.03,6.66,-1.88,-0.52,282.1,88.79,102015.82,35.3,116.77, 
81.08,210.02,11.46,54.27,0.91,12.76,-2.43,-0.32,282.31,88.26,101831.57,35.29,116.93, 
82.34,205.79,11.21,49.85,0.88,18.85,-3.33,-0.33,282.41,87.56,101247.52,35.27,117.1, 
87.5,206.28,11.25,46.8,0.88,24.61,-3.94,-0.62,282.2,88.41,100539.09,35.26,117.26, 
89.48,208.43,11.25,46.51,0.89,25.63,-3.99,-0.84,281.87,90.18,99893.23,35.24,117.43, 
91.72,209.61,11.34,46.7,0.91,26.13,-3.44,-0.89,281.56,91.84,99367.82,35.23,117.59, 
92.53,210.14,11.32,47.71,0.92,25.83,-2.54,-1.06,281.52,92.97,99380.84,35.21,117.76, 
93.25,207.01,10.89,48.27,0.93,27.09,-2.09,-1.52,281.86,92.66,100135.11,35.19,117.92, 
91.89,205.15,9.54,49.07,0.93,26.86,-2.48,-1.99,282.59,91.08,101061.63,35.18,118.09, 
89.59,205.57,7.52,51.07,0.92,24.77,-2.99,-2.02,283.21,90.01,101365.7,35.16,118.25, 
84.96,186.42,8.19,47.52,0.88,31.65,-3.16,-1.57,283.56,90.59,101391.87,35.14,118.42, 
78.31,156.6,9.61,37.65,0.79,45.42,-3.43,-0.94,283.87,92.55,101312.74,35.13,118.58, 
71.78,144.59,9.05,35.86,0.73,49.21,-3.46,-0.58,284.16,93.7,101037.3,35.11,118.75, 
66.02,133.69,8.91,33.17,0.69,53.82,-3.06,-0.52,284.48,94.43,101239.29,35.09,118.91, 
59.98,122.39,11.62,29.27,0.65,57.24,-2.93,-0.46,285.04,94.16,101845.02,35.07,119.08, 
0.86,0.93,0.12,2.95,0.13,84.34,7.38,1.69,260.33,31.52,54685.76,33.35,79.09, 
0.79,0.85,0.11,2.42,0.13,83.75,9.7,2.26,260.85,30.98,54853.41,33.38,79.25, 
0.73,0.79,0.1,2.12,0.12,84.55,11.28,1.67,262,29.44,55627.92,33.41,79.4, 
0.7,0.76,0.1,2.01,0.12,84.42,11.4,-0.43,263.35,27.97,56614.11,33.45,79.56, 
0.63,0.71,0.09,1.78,0.13,85.78,10.08,-2.51,265.87,24.86,59245.18,33.48,79.72, 
0.46,0.55,0.07,1.14,0.13,93.16,8.85,-3.94,268.11,32.96,60177.93,33.51,79.88, 
0.47,0.55,0.07,1.13,0.13,87.58,6.95,-3.44,266.17,33.28,59468.27,33.54,80.04, 
0.47,0.53,0.08,1.07,0.13,85.59,4.56,-2.21,263.83,34.52,58735.36,33.57,80.2, 
0.48,0.53,0.08,1.07,0.13,86.45,3.85,-1.05,262.86,36.84,58316.27,33.61,80.36, 
0.46,0.51,0.07,0.9,0.13,86.87,4.4,0.08,262.34,36.8,57642.2,33.64,80.52, 
0.45,0.49,0.07,0.78,0.13,87.36,5.27,0.57,261.48,37.49,56630.4,33.67,80.67, 
0.43,0.48,0.07,0.72,0.13,87.26,6.16,0.57,260.62,37.81,55785.75,33.7,80.83, 
0.42,0.46,0.07,0.65,0.13,84.68,7.57,-0.01,259.1,38.81,54232.09,33.73,80.99, 
0.4,0.45,0.07,0.61,0.13,84.04,9.8,-1.57,258.52,37.23,53269.59,33.76,81.15, 
0.39,0.43,0.07,0.57,0.13,82.7,10.57,-1.98,259.97,33.33,54105.33,33.79,81.31, 
0.38,0.42,0.07,0.53,0.13,81.81,9.6,-0.68,260.53,33.62,54582.94,33.82,81.47, 
0.37,0.41,0.06,0.5,0.13,81.3,9.83,0.2,259.92,34.55,54109.89,33.85,81.63, 
0.35,0.42,0.06,0.46,0.13,83.01,10.43,-1.02,261.19,33.51,54833.09,33.88,81.79, 
0.33,0.42,0.06,0.44,0.13,84.56,9.03,-2,262.37,33.97,55850.64,33.91,81.95, 
0.32,0.4,0.06,0.4,0.13,84.02,8.71,-1.24,259.48,40.67,53782.72,33.94,82.11, 
0.31,0.39,0.06,0.38,0.13,84.7,11.18,-0.42,257.89,43,52349.52,33.97,82.27, 
0.3,0.37,0.06,0.37,0.13,84.66,11.9,-0.89,260.67,35.06,54218.42,33.99,82.43, 
0.29,0.37,0.06,0.35,0.13,84.34,10.37,-1.62,261.46,33.77,54881.72,34.02,82.59, 
0.29,0.36,0.06,0.34,0.13,82.88,9.75,-2.32,260.96,35.39,54635.1,34.05,82.75, 
0.28,0.35,0.05,0.32,0.13,82,9.52,-2.82,261.11,36.08,54878.97,34.08,82.91, 
0.28,0.35,0.05,0.31,0.13,81.25,9.17,-2.53,260.74,37.64,54680.53,34.11,83.08, 
0.27,0.34,0.05,0.29,0.13,80.61,9.07,-2,260.33,38.73,54412.79,34.14,83.24, 
0.27,0.33,0.05,0.28,0.13,82.18,9.61,-1.79,259.2,41.47,53561.43,34.16,83.4, 
0.26,0.32,0.05,0.27,0.13,83.37,10.67,-1.44,258.93,41.29,53196.65,34.19,83.56, 
0.26,0.32,0.05,0.27,0.13,83.35,10.48,-0.95,260.6,36.85,54442.45,34.22,83.72, 
0.26,0.32,0.05,0.26,0.13,82.62,9.14,-0.54,261.4,35.86,55279.6,34.24,83.88, 
0.26,0.31,0.05,0.25,0.13,82.52,8.4,-0.01,260.94,38.14,55035.8,34.27,84.04, 
0.26,0.31,0.05,0.24,0.13,83.04,8.51,0.07,260.07,40.7,54392.49,34.3,84.2, 
0.25,0.3,0.05,0.24,0.13,83.37,9.44,-0.8,258.46,44.33,53127,34.32,84.37, 
0.25,0.29,0.05,0.23,0.13,83.69,10.48,-1.9,258.15,43.92,52795.28,34.35,84.53, 
0.24,0.29,0.05,0.22,0.13,84.29,10.68,-2.15,259.09,40.62,53428.62,34.38,84.69, 
0.24,0.28,0.05,0.22,0.13,83.87,9.86,-2.06,259.83,39.06,54050.1,34.4,84.85, 
0.24,0.28,0.04,0.22,0.13,83.27,8.47,-1.71,259.61,41.09,54277.89,34.43,85.01, 
0.24,0.28,0.04,0.21,0.13,83.9,7.94,-2.05,258.34,44.15,53509.97,34.45,85.17, 
0.24,0.28,0.04,0.21,0.13,84.6,8.2,-1.12,257.56,46.17,52872.44,34.48,85.34, 
0.24,0.27,0.04,0.2,0.13,85.07,8.65,0.04,256.75,48.94,52278.16,34.5,85.5, 
0.24,0.27,0.04,0.2,0.13,85.65,9.93,0.78,255.61,51.19,51336.16,34.53,85.66, 
0.23,0.26,0.04,0.19,0.13,86.36,11.48,0.91,255.9,47.89,51352.16,34.55,85.82, 
0.23,0.26,0.04,0.19,0.13,85.88,12.01,0.07,257.35,42.2,52283.95,34.58,85.99, 
0.23,0.25,0.04,0.19,0.13,85.65,11.77,-0.91,258.36,38.57,52995.95,34.6,86.15, 
0.23,0.25,0.04,0.18,0.13,86.36,11.43,-1.36,259.15,36.28,53623.49,34.62,86.31, 
0.22,0.25,0.04,0.18,0.13,86.34,10.95,-1.45,259.89,35.3,54241.8,34.65,86.47, 
0.22,0.25,0.04,0.18,0.13,85.97,10.38,-1.47,260.18,35.29,54595.29,34.67,86.64, 
0.22,0.25,0.04,0.18,0.13,85.35,9.97,-1.37,260.1,36.87,54750.53,34.69,86.8, 
0.22,0.25,0.04,0.18,0.13,84.94,9.78,-0.94,259.86,38.22,54710.04,34.72,86.96, 
0.22,0.25,0.04,0.18,0.13,84.44,9.58,-0.39,260.04,38.27,54937.56,34.74,87.13, 
0.22,0.25,0.04,0.17,0.13,83.89,9.25,0.21,260.29,38.36,55229.7,34.76,87.29, 
0.22,0.24,0.04,0.17,0.13,83.61,9.38,0.69,259.87,40.06,54980.32,34.79,87.45, 
0.22,0.24,0.04,0.17,0.13,84.97,10.04,0.86,259.47,41.44,54656.2,34.81,87.62, 
0.22,0.24,0.04,0.16,0.13,86.55,10.43,0.45,259.5,42.02,54593.86,34.83,87.78, 
0.21,0.23,0.04,0.16,0.13,88.01,10.38,-0.04,259.57,43.83,54617.77,34.85,87.94, 
0.21,0.23,0.04,0.15,0.13,88.32,10.06,-0.07,259.83,45.07,54859.88,34.87,88.11, 
0.21,0.23,0.03,0.15,0.13,88.02,9.39,-0.07,260,46.06,55081.64,34.89,88.27, 
0.21,0.23,0.03,0.15,0.13,88.07,9,-0.24,259.5,48.23,54815.01,34.92,88.43, 
0.21,0.23,0.03,0.14,0.13,88.87,9.17,-0.27,258.66,51.36,54232.44,34.94,88.6, 
0.21,0.22,0.03,0.14,0.13,89.98,9.82,-0.15,257.99,51.8,53699.32,34.96,88.76, 
0.2,0.22,0.03,0.14,0.13,90.86,10.14,0.18,258,51.32,53618.64,34.98,88.93, 
0.2,0.22,0.03,0.14,0.13,91.6,9.09,0.58,259.24,48.02,54516.04,35,89.09, 
0.21,0.22,0.03,0.14,0.13,91.29,8.08,1.76,260.16,45.9,55420.63,35.02,89.25, 
0.22,0.24,0.03,0.13,0.13,90.69,8.82,2.42,259.01,50.75,54623.97,35.04,89.42, 
0.23,0.25,0.03,0.13,0.13,90.09,10.39,1.96,258.14,53.88,53898.89,35.06,89.58, 
0.25,0.27,0.04,0.13,0.13,89.63,10.67,0.93,259.17,51.85,54776.88,35.08,89.75, 
0.27,0.29,0.04,0.13,0.13,89.37,9.71,0.55,259.45,52.44,55268.26,35.1,89.91, 
0.29,0.31,0.04,0.13,0.13,89.56,8.81,0.46,259.27,53.64,55471.39,35.12,90.08, 
0.3,0.33,0.04,0.13,0.13,88.91,7.27,0.67,258.79,54.91,56022.33,35.14,90.24, 
0.33,0.36,0.05,0.13,0.13,89.12,5.09,1.32,256.75,59.19,56288.15,35.15,90.41, 
0.36,0.39,0.06,0.13,0.13,90.59,3.82,1.58,255.22,62.13,56367.01,35.17,90.57, 
0.36,0.38,0.06,0.12,0.13,90.88,4.01,1.6,254.94,64.06,56063.5,35.19,90.73, 
0.35,0.38,0.06,0.12,0.13,90.26,5.73,2.01,254.86,65.3,55494.1,35.21,90.9, 
0.35,0.38,0.05,0.12,0.13,89.55,8.14,3.03,255.17,63.73,55353.21,35.23,91.06, 
0.35,0.38,0.05,0.12,0.13,89.23,9.06,2.44,255.86,61.2,55756.93,35.24,91.23, 
0.35,0.38,0.05,0.11,0.13,88.77,8.09,0.55,255.39,63.01,55786.77,35.26,91.39, 
0.35,0.37,0.05,0.11,0.13,88.3,8.3,-0.82,254.64,65.2,55055.35,35.28,91.56, 
0.34,0.36,0.05,0.11,0.13,88.76,10.45,-0.67,256.04,60.37,55077.49,35.3,91.72, 
0.34,0.36,0.04,0.11,0.13,87.82,10.86,-0.27,257.05,56.31,56011.52,35.31,91.89, 
0.32,0.35,0.04,0.1,0.13,89.1,9.47,0.02,257.41,56.53,55942.12,35.33,92.06, 
0.32,0.34,0.04,0.1,0.13,89.54,9.03,0.43,257.15,57.44,55513.51,35.35,92.22, 
0.32,0.34,0.04,0.1,0.13,90.49,8.83,1.16,257.85,55.1,55913.54,35.36,92.39, 
0.32,0.34,0.04,0.1,0.13,90.03,7.99,1.77,258.39,53.77,56520.12,35.38,92.55, 
0.32,0.34,0.04,0.1,0.13,90.04,7.82,1.52,257.95,56.46,56355.87,35.39,92.72, 
0.32,0.34,0.04,0.1,0.13,89.73,8.91,1.06,257.75,57.16,56166,35.41,92.88, 
0.31,0.34,0.04,0.11,0.13,89.93,9.23,0.66,259.47,50.97,57329.37,35.42,93.05, 
0.32,0.34,0.04,0.13,0.13,88.18,7.92,-0.04,260.56,48,58471.71,35.44,93.21, 
0.32,0.34,0.04,0.15,0.13,86.62,6.32,-0.96,260.11,50.25,58755.74,35.45,93.38, 
0.33,0.35,0.05,0.16,0.13,83.03,5.31,-1.92,259.37,52.8,58859.56,35.47,93.55, 
0.33,0.35,0.05,0.18,0.13,83.24,4.94,-2.15,259.07,53,58609.02,35.48,93.71, 
0.34,0.37,0.05,0.23,0.13,81.79,4.71,-1.21,258.19,55.26,57840.37,35.5,93.88, 
0.34,0.37,0.05,0.25,0.13,82.52,5.17,-0.24,256.76,59.86,56340.36,35.51,94.04, 
0.34,0.37,0.05,0.24,0.13,82.41,7.21,0.65,255.71,62.04,54996.2,35.53,94.21, 
0.34,0.36,0.05,0.22,0.13,83.21,9.27,1.41,256.63,56.1,55155.85,35.54,94.38, 
0.34,0.36,0.05,0.2,0.13,82.21,9.61,1.56,257.83,51.1,55906.18,35.55,94.54, 
0.34,0.36,0.05,0.19,0.13,82.02,9.4,1.89,257.95,50.25,55912.71,35.57,94.71, 
0.34,0.36,0.05,0.18,0.13,81.95,9.68,1.56,258.09,49.22,55907.82,35.58,94.88, 
0.34,0.36,0.05,0.17,0.13,83.8,9.63,1.34,259.02,46.52,56588.57,35.59,95.04, 
0.34,0.37,0.05,0.16,0.13,84.56,9.5,1.56,259.79,44.98,57296.02,35.61,95.21, 
0.35,0.37,0.05,0.16,0.13,84.74,9.31,1.93,260.56,43.61,58128.05,35.62,95.37, 
0.35,0.38,0.05,0.15,0.13,85.52,8.9,1.6,261.04,43.9,58708.43,35.63,95.54, 
0.37,0.4,0.05,0.15,0.13,84.98,7.75,0.81,261.19,44.95,59158.86,35.64,95.71, 
0.41,0.44,0.06,0.15,0.13,84.65,4.42,0.25,260.53,52.06,59865.93,35.65,95.87, 
0.45,0.49,0.07,0.14,0.13,86.99,3.41,0.64,258.69,60.55,58492.14,35.67,96.04, 
0.47,0.5,0.07,0.14,0.13,86.2,7.05,1.49,257.87,61.85,57331.43,35.68,96.21, 
0.49,0.52,0.07,0.15,0.13,85.33,8.88,3.37,259.62,55.29,58787.62,35.69,96.37, 
0.5,0.54,0.07,0.14,0.13,85.27,7.71,4.35,259.61,56.9,58889.73,35.7,96.54, 
0.51,0.55,0.07,0.14,0.13,85.06,7.79,2.73,258.41,61.8,57807.95,35.71,96.71, 
0.52,0.56,0.07,0.14,0.13,84.32,8.21,-0.19,258.62,61.52,58076.87,35.72,96.87, 
0.52,0.57,0.07,0.14,0.13,83.95,7.74,-0.71,258.31,62.57,57884.18,35.73,97.04, 
0.53,0.58,0.07,0.14,0.13,83.13,8.19,0.98,257.77,64.45,57266.24,35.74,97.21, 
0.55,0.6,0.07,0.15,0.13,82.59,8.66,3.31,258.92,59.56,58024.53,35.75,97.38, 
0.55,0.6,0.07,0.15,0.13,83.14,8.85,2.93,259.74,56.61,58323.35,35.76,97.54, 
0.57,0.61,0.07,0.15,0.13,82.2,9.55,1.58,260.02,55.32,58292.61,35.77,97.71, 
0.58,0.63,0.08,0.16,0.13,81.35,8.19,-0.05,262.48,50.81,60602.16,35.78,97.88, 
0.61,0.66,0.08,0.21,0.13,81.51,5.11,0.48,263.7,51.51,62655.44,35.79,98.04, 
0.65,0.7,0.09,0.24,0.13,81.16,3.46,1.9,262.71,57.44,62880.72,35.8,98.21, 
0.68,0.73,0.09,0.24,0.13,80.84,2.98,2.41,261.33,64.77,62394.7,35.8,98.38, 
0.69,0.74,0.09,0.22,0.13,80.47,3.89,3.29,259.88,71.05,60992.98,35.81,98.55, 
0.7,0.75,0.09,0.22,0.13,80.07,5.55,2.8,259.23,73.14,60116.98,35.82,98.71, 
0.72,0.78,0.09,0.21,0.13,79.86,5.4,0.61,258.48,76.13,59881.88,35.83,98.88, 
0.76,0.82,0.1,0.23,0.13,79.46,4.49,1.18,257.68,79.21,59925.45,35.84,99.05, 
0.77,0.83,0.11,0.25,0.13,79.79,5.72,4.02,257.62,80.2,59559.51,35.84,99.21, 
0.7,0.75,0.1,0.22,0.12,82.27,9.76,2.89,258.33,74,58899.89,35.85,99.38, 
0.66,0.71,0.1,0.22,0.13,85.34,13.11,-0.74,261.44,57.52,60577.29,35.86,99.55, 
0.69,0.75,0.11,0.25,0.13,84.06,10.55,-1.67,265.08,46.17,63430.39,35.87,99.72, 
0.87,0.96,0.15,0.35,0.13,80.57,4.42,-0.92,266.66,46.42,65313.55,35.87,99.88, 
1.34,1.49,0.27,0.6,0.13,78.43,1.23,-0.21,267.73,52.7,67310.75,35.88,100.05, 
1.51,1.67,0.3,0.61,0.13,78.84,1.37,-0.31,268.47,54.32,68708.15,35.88,100.22, 
1.56,1.72,0.3,0.56,0.14,78.14,1.58,-0.31,269.68,51.86,70194.17,35.89,100.39, 
2.03,2.25,0.43,0.69,0.14,76.57,1.29,0.46,270.7,51.8,71848.79,35.9,100.55, 
2.25,2.51,0.53,0.92,0.15,77.43,1.62,1.59,270.49,52.01,71623.24,35.9,100.72, 
2.25,2.53,0.53,1.04,0.15,76.13,2.68,3.5,269.77,53.57,70934.88,35.91,100.89, 
2.1,2.37,0.45,1.04,0.15,75.49,4.85,3.65,269.08,54.48,69961.62,35.91,101.06, 
2.1,2.38,0.43,1.04,0.15,75.47,6.43,3.26,270.57,49.17,71016.49,35.92,101.22, 
2.21,2.54,0.45,1.11,0.15,75.24,5.13,2.2,273.37,42.53,74091.88,35.92,101.39, 
2.26,2.6,0.45,1.06,0.15,75.33,4.98,2.11,270.14,51.02,71058.98,35.93,101.56, 
2.03,2.32,0.4,0.89,0.15,75.76,9.79,1.49,267.09,57.11,67310.67,35.93,101.73, 
2.17,2.48,0.43,0.98,0.15,75.8,10.18,-0.17,272.09,41.13,71565.84,35.93,101.9, 
3.73,4.38,0.77,1.73,0.19,74.64,4.87,-2.8,274.89,38.02,75823.53,35.94,102.06, 
5.26,6.24,1.18,2.27,0.21,76.34,4.31,-3.76,273.88,41.22,75306.8,35.94,102.23, 
5.82,7.04,1.35,2.41,0.22,77.86,7.05,-3.18,273.17,42.4,74294.61,35.95,102.4, 
6.18,8.19,1.38,2.97,0.26,78.12,8.69,-1.58,273.35,41.27,73952.33,35.95,102.57, 
8.51,12.83,2.01,5.11,0.39,75.96,8.86,-0.06,275.18,37.38,75642.71,35.95,102.73, 
14.55,24.84,3.63,10.13,0.69,69.34,7.2,-0.06,277.1,35.16,78134.73,35.95,102.9, 
24.43,45.9,6.06,17.51,1.12,60.65,4.3,0.04,277.53,38.61,80049.86,35.96,103.07, 
31.61,66.65,8.64,23.73,1.43,55.12,1.88,2.87,277.36,41.66,80782.89,35.96,103.24, 
36.11,78.55,10.26,26.59,1.52,51.81,1.59,4.4,276.36,43.96,79374.31,35.96,103.41, 
41.39,91.54,16.29,38.54,1.61,45.27,2.57,5.52,275.85,46.28,78957.25,35.96,103.57, 
41.64,93.1,17.18,41.67,1.56,43.57,3.57,6.19,276.85,41.84,79537.41,35.97,103.74, 
41.4,93.58,17.87,44.29,1.55,41.37,4.94,4.68,277.96,37.32,80071.41,35.97,103.91, 
42.66,95.63,15.13,36.58,1.61,45.54,4.1,2.11,278.42,37.11,81121.78,35.97,104.08, 
40.3,88.55,13,30.19,1.5,48.33,2.01,1.14,276.41,43.03,79803.62,35.97,104.24, 
38.79,86.1,11.83,26.38,1.34,48.39,2.3,2.51,274.63,49.63,78215.54,35.97,104.41, 
40.29,89,12.78,27.08,1.2,45.76,2.8,4.36,275.08,50.81,79306.51,35.97,104.58, 
39.29,85.96,12.79,25.88,0.99,44.3,2.15,6.53,275.51,52.43,80393.94,35.97,104.75, 
38.64,83.51,13.08,25.43,0.86,41.55,1.12,6.95,275.67,54.67,81003.05,35.97,104.92, 
